ID,Title,Posted,Budget,Duration,Number of Offers,Tags,Link
268,خبير في dev odoo   Community من إصدار 15 إلى إصدار 18,from 5 days,"$1,000.00 ",10 days,6," odoo  , python, programing,  application development ,programming engineer, حل المشكلات, تصحيح برمجي",https://mostaql.com/project/1077217-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A7%D9%88%D8%AF%D9%88-community-%D9%85%D9%86-%D8%A5%D8%B5%D8%AF%D8%A7%D8%B1-15-%D8%A5%D9%84%D9%89-%D8%A5%D8%B5%D8%AF%D8%A7%D8%B1-18
269,programing نموذج خطط اشتراك,from 5 days,$50.00 ,7 days,5,"HTML, CSS, java script, programing data base, devقاعدة بيانات, design data base, إدارة data base",https://mostaql.com/project/1077349-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%86%D9%85%D9%88%D8%B0%D8%AC-%D8%AE%D8%B7%D8%B7-%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%D9%83
270,devweb لمجال تقني,from 5 days,"$1,500.00 ",10 days,39,"design  applicationات, design web, design web إلكتروني, design  online market, design UI UX, JavaFX, create  application, create web إلكتروني, الdesign الإبداعي",https://mostaql.com/project/1077343-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%85%D8%AC%D8%A7%D9%84-%D8%AA%D9%82%D9%86%D9%8A
271,برنامج لسحب البيانات على الweb العقارية,from 5 days,$200.00 ,3 days,12,"design web إلكتروني, programing web, أمن وحماية الweb, python, PHP, CSS, java script",https://mostaql.com/project/1077447-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%84%D8%B3%D8%AD%D8%A8-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D9%8A%D8%A9
272,create  application لغسيل السيارات,from 5 days,"$3,300.00 ",90 days,27,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات الهواتف الذكية, design UI UX, design UI, design UX",https://mostaql.com/project/1077237-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%BA%D8%B3%D9%8A%D9%84-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA
273,مطلوب مطور Laravel + Flutter لتخصيص StackFood وبناء  application توصيل احترافي متعدد الوظائف,from 5 days,$800.00 ,30 days,2,"programing android , programing iOS, MySQL, تركيب سكربتات, design داش بورد, اللغة العربية, design UI UX, فايربيس, Git, flutter, laravel",https://mostaql.com/project/1077168-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D9%85%D8%B7%D9%88%D8%B1-laravel-flutter-%D9%84%D8%AA%D8%AE%D8%B5%D9%8A%D8%B5-stackfood-%D9%88%D8%A8%D9%86%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D9%88%D8%B8%D8%A7%D8%A6%D9%81
274,create لوحة تحكم ل management موظفين والفواتير والإحصائيات,from 5 days,$45.00 ,10 days,15,"تدقيق حسابات, ال management مالية, كتابة محتوى تسويقي, ضبط الحسابات, design داش بورد, design UI, واجهة programing  apps ",https://mostaql.com/project/1077181-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86-%D9%88%D8%A7%D9%84%D9%81%D9%88%D8%A7%D8%AA%D9%8A%D8%B1-%D9%88%D8%A7%D9%84%D8%A5%D8%AD%D8%B5%D8%A7%D8%A6%D9%8A%D8%A7%D8%AA
275,dev application حضورك ل management حضور والإنصراف الذكي,from 5 days,$250.00 ,7 days,3,"programing  apps , programing iOS, design  applicationات, programing  applicationات أيفون, dev apps , واجهة programing  apps , testing  applicationات الجوال",https://mostaql.com/project/1077345-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AD%D8%B6%D9%88%D8%B1%D9%83-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AD%D8%B6%D9%88%D8%B1-%D9%88%D8%A7%D9%84%D8%A5%D9%86%D8%B5%D8%B1%D8%A7%D9%81-%D8%A7%D9%84%D8%B0%D9%83%D9%8A
276,web للبحث عن موظفين فنيين بالday,from 5 days,$500.00 ,10 days,25,"design data base, adobe xd, design  applicationات الهواتف الذكية, design  applicationات, الdesign الإبداعي, design UX, design UI UX, design UI",https://mostaql.com/project/1049620-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%84%D8%A8%D8%AD%D8%AB-%D8%B9%D9%86-%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86-%D9%81%D9%86%D9%8A%D9%8A%D9%86-%D8%A8%D8%A7%D9%84%D9%8A%D9%88%D9%85
277,web إلكتروني وأبليكيشن ويب فيو,from 6 days,$100.00 ,10 days,7,"programing android , programing web, programing, programing  apps , programing data base,  application development ,programming engineer",https://mostaql.com/project/1076913-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D8%A3%D8%A8%D9%84%D9%8A%D9%83%D9%8A%D8%B4%D9%86-%D9%88%D9%8A%D8%A8-%D9%81%D9%8A%D9%88
278,إضافة مدونات على متجر سلة,from 6 days,$50.00 ,4 days,7,"programing web, programing  apps , programing iOS, programing  applicationات أيفون, programing ألعاب الجوال, programing data base, programing, programing android , programing بطريقة MVC, واجهة programing  apps ",https://mostaql.com/project/1076947-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%85%D8%AF%D9%88%D9%86%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D8%B3%D9%84%D8%A9
279,create web  application لتأجير السيارات شبيه بـ Turo.com,from 6 days,$400.00 ,15 days,8,"programing android , programing iOS, dev apps , programing  apps , kotlin, Ionic, Swift, java,programming engineer, programing",https://mostaql.com/project/1077059-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%AA%D8%A3%D8%AC%D9%8A%D8%B1-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B4%D8%A8%D9%8A%D9%87-%D8%A8%D9%80-turocom
280,نظام لتأجير السيارات,from 6 days,$800.00 ,10 days,16,"programing, Restful API, laravel, programing data base, programing android , programing web, programing  apps , programing iOS, programing ألعاب الجوال, programing  applicationات أيفون, programing بطريقة MVC, واجهة programing  apps ",https://mostaql.com/project/1076935-%D9%86%D8%B8%D8%A7%D9%85-%D9%84%D8%AA%D8%A3%D8%AC%D9%8A%D8%B1-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA
281, application توقع نتائج المباريات,from 6 days,$160.00 ,30 days,8," application development , programing, programing data base, programing web, programing  apps ,programming engineer, flutter",https://mostaql.com/project/1077077-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D9%82%D8%B9-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D8%B1%D9%8A%D8%A7%D8%AA
282,design واجهة لweb إلكتروني في سلة,from 6 days,$40.00 ,5 days,17,"programing, design web إلكتروني, CSS, java script",https://mostaql.com/project/1076942-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%81%D9%8A-%D8%B3%D9%84%D8%A9
283,عمل Web Scraping من LinkedIn,from 6 days,$35.00 ,3 days,30,"web scraping, تحليل البيانات, programing web, programing  apps ,programming engineer, programing iOS, flutter, programing data base,  application development , programing, programing android , programing  applicationات أيفون, devقاعدة بيانات, تخزين البيانات, أمن المعلومات, إدارة data base,  data extraction , معالجة البيانات, إدخال بيانات, تصوير البيانات",https://mostaql.com/project/1076964-%D8%B9%D9%85%D9%84-web-scraping-%D9%85%D9%86-linkedin
284,devweb عقارى وإضافة عضويات,from 6 days,$50.00 ,5 days,2,"java script, HTML, PHP, wordpress, CSS, programing data base,  application development , programing, programing web,programming engineer",https://mostaql.com/project/1076887-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%B9%D9%82%D8%A7%D8%B1%D9%89-%D9%88%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%B9%D8%B6%D9%88%D9%8A%D8%A7%D8%AA
285,programing web wordpress لمدرب شخصي,from 6 days,$90.00 ,8 days,11,"flutter,programming engineer, programing  apps , programing web, programing, programing data base, design web إلكتروني,  application development ",https://mostaql.com/project/1077007-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%84%D9%85%D8%AF%D8%B1%D8%A8-%D8%B4%D8%AE%D8%B5%D9%8A
286,رفع  application على جوجل بلاي,from 6 days,$25.00 ,7 days,4,"programing بطريقة MVC, واجهة programing  apps , programing  applicationات أيفون, programing ألعاب الجوال, programing android , programing iOS, programing  apps , programing web, programing data base, programing",https://mostaql.com/project/1076929-%D8%B1%D9%81%D8%B9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D8%AC%D9%84-%D8%A8%D9%84%D8%A7%D9%8A
287,تقنية QR للمطاعم التي تحتوي على المنيو,from 5 days,$45.00 ,7 days,10,"programing web, programing  apps , programing android ",https://mostaql.com/project/1077146-%D8%AA%D9%82%D9%86%D9%8A%D8%A9-qr-%D9%84%D9%84%D9%85%D8%B7%D8%A7%D8%B9%D9%85-%D8%A7%D9%84%D8%AA%D9%8A-%D8%AA%D8%AD%D8%AA%D9%88%D9%8A-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%85%D9%86%D9%8A%D9%88
288,مبرمج فلاتر محترف لتعديل بسيط,from 6 days,$50.00 ,3 days,8,"design UI, design UI UX, design UX, الdesign الإبداعي, design  applicationات, design  applicationات الهواتف الذكية, adobe xd",https://mostaql.com/project/1076993-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%A8%D8%B3%D9%8A%D8%B7
289,بوت لحجز تذاكر webook,from 6 days,$250.00 ,15 days,5,"flutter,programming engineer, programing  apps , programing web, programing data base,  application development , programing, الروبوتات, python",https://mostaql.com/project/1076867-%D8%A8%D9%88%D8%AA-%D9%84%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1-webook
290,مطلوب مطور react native لcreate  application غرف صوتية,from 5 days,$589.00 ,60 days,3,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات الهواتف الذكية, design UI UX, design UI, design UX, CSS",https://mostaql.com/project/1077122-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D9%85%D8%B7%D9%88%D8%B1-react-native-%D9%84%D8%A7%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%BA%D8%B1%D9%81-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9
291,أتمتة عملية create وإرسال الرسائل عبر البريد الاكتروني الرسمي لحسابات متعددة,from 6 days,$300.00 ,10 days,8," application development , programing, programing data base, programing web, programing  apps ,programming engineer, flutter",https://mostaql.com/project/1077040-%D8%A3%D8%AA%D9%85%D8%AA%D8%A9-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%88%D8%A5%D8%B1%D8%B3%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D8%B3%D8%A7%D8%A6%D9%84-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%AF-%D8%A7%D9%84%D8%A7%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A7%D9%84%D8%B1%D8%B3%D9%85%D9%8A-%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF%D8%A9
292,programing  online market,from 6 days,$92.50 ,2 days,20,"programing web, programing  apps , programing iOS, programing  applicationات أيفون, programing ألعاب الجوال, programing data base, programing, programing android , واجهة programing  apps , programing بطريقة MVC,  management متاجر الإلكترونية, create  online market, design  online market, سلة, منصة زد",https://mostaql.com/project/1076934-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
293,create web إلكتروني لشركة BioVista Group,from 6 days,$187.50 ,20 days,24,"programing web, create web إلكتروني, create web wordpress, wordpress, MySQL, bootstrap, PHP, java script, CSS, HTML, design web إلكتروني, design  online market, create  online market",https://mostaql.com/project/1076862-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-biovista-group
294,مشروع نظام SRM,from 6 days,$800.00 ,10 days,5," engineering  programes , programing  apps , programing web, programing, programing data base,  application development ",https://mostaql.com/project/1077038-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%86%D8%B8%D8%A7%D9%85-srm
295,"design  application Quiz بسيط لنظام Android باسم ""أجبني واربح""",from 6 days,$150.00 ,15 days,22," engineering  programes , create  application, programing web,  application development , programing data base, programing  apps , programing, flutter",https://mostaql.com/project/1077017-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-quiz-%D8%A8%D8%B3%D9%8A%D8%B7-%D9%84%D9%86%D8%B8%D8%A7%D9%85-android-%D8%A8%D8%A7%D8%B3%D9%85-%D8%A3%D8%AC%D8%A8%D9%86%D9%8A-%D9%88%D8%A7%D8%B1%D8%A8%D8%AD
296,create web wordpress للشركة خاصتي,from 6 days,$70.00 ,5 days,37,"HTML, CSS, java script, PHP, bootstrap, MySQL, wordpress, create web wordpress, create web إلكتروني, programing web, design web إلكتروني",https://mostaql.com/project/1076957-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%84%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%AE%D8%A7%D8%B5%D8%AA%D9%8A
297,programing  application تشجير,from 6 days,"$1,000.00 ",30 days,9,"programing android , programing iOS, واجهة programing  apps , testing  applicationات الجوال, design  applicationات الهواتف الذكية, design  applicationات iOS, dev apps , programing  applicationات أيفون, design  applicationات, programing  apps , create  application, programing بطريقة MVC, programing ألعاب الجوال, programing web, programing data base, programing",https://mostaql.com/project/1076985-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B4%D8%AC%D9%8A%D8%B1
298,سحب بيانات من web إلكتروني,from 6 days,$25.00 ,1 day,20," application development ,programming engineer, testing  programes , تعلم programing, programing الخطية, أنظمة مدمجة, programing, تصحيح برمجي, programing  apps , programing web",https://mostaql.com/project/1076876-%D8%B3%D8%AD%D8%A8-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
299,programing  application سوق القاسم,from 6 days,$400.00 ,10 days,10,"create  application, design  online market, programing android , منصة زد, سلة,  management تسويق, التسويق عبر الإنترنت, تحرير المحتوى, خدمة العملاء,  management متاجر الإلكترونية",https://mostaql.com/project/1077084-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B3%D9%88%D9%82-%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85
300,create web و application لعرض العقارات,from 5 days,$500.00 ,14 days,36,"design UI, design UI UX, design UX, الdesign الإبداعي, design  applicationات, design  applicationات الهواتف الذكية, adobe xd, create web إلكتروني",https://mostaql.com/project/1049613-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%B9%D8%B1%D8%B6-%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA
301,إرسال حملة رسائل واتساب,from 6 days,$110.00 ,5 days,4,"حملة إعلانية, create حملة إعلانية, التسويق عبر الإنترنت, programing,  application development , programing data base, programing  apps , التسويق الإلكتروني, التسويق عبر البريد الإلكتروني,  management تسويق, خطة تسويقية, التسويق عبر web التواصل الاجتماعي, إدارة حسابات التواصل الاجتماعي",https://mostaql.com/project/1076662-%D8%A5%D8%B1%D8%B3%D8%A7%D9%84-%D8%AD%D9%85%D9%84%D8%A9-%D8%B1%D8%B3%D8%A7%D8%A6%D9%84-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8
302,حل مشكلة بمنصة تعليمية,from 6 days,$25.00 ,1 day,10,"programing,  application development , programing data base, devweb, design web, testing الweb",https://mostaql.com/project/1076767-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9
303,مساعدة لمدة 20 day على مشروع متعلق بالبلوك تشين,from 6 days,$175.00 ,20 days,2,"C# Programming,programming engineer, واجهة programing  apps , programing data base, dev apps ,  application development , programing  apps ",https://mostaql.com/project/1076796-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9-%D9%84%D9%85%D8%AF%D8%A9-20-%D9%8A%D9%88%D9%85-%D8%B9%D9%84%D9%89-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D8%A8%D8%A7%D9%84%D8%A8%D9%84%D9%88%D9%83-%D8%AA%D8%B4%D9%8A%D9%86
304,مطور محترف لمشروع جين فكرة - Genidea,from 6 days,$550.00 ,35 days,10,design UI UX,https://mostaql.com/project/1076800-%D9%85%D8%B7%D9%88%D8%B1-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AC%D9%8A%D9%86-%D9%81%D9%83%D8%B1%D8%A9-genidea
305,تحويل سكربت من Node.js إلى php,from 6 days,$50.00 ,1 day,4,"html5, java script, jQuery, PHP, node.js, programing,  application development ",https://mostaql.com/project/1076646-%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D9%85%D9%86-nodejs-%D8%A5%D9%84%D9%89-php
306,create  application توصيل ركاب,from 6 days,"$1,000.00 ",30 days,13,"adobe xd, design  applicationات الهواتف الذكية, design  applicationات, الdesign الإبداعي, design UX, design UI UX, design UI, programing, programing android , programing iOS, programing  apps ,programming engineer,  application development , flutter",https://mostaql.com/project/1076647-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%B1%D9%83%D8%A7%D8%A8
307, application حضور وانصراف وتتبع مناديب المبيعات,from 6 days,"$1,000.00 ",30 days,13,"programing, programing android ,  application development , programing data base, programing web, programing  apps ,programming engineer, programing iOS",https://mostaql.com/project/1076764-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AD%D8%B6%D9%88%D8%B1-%D9%88%D8%A7%D9%86%D8%B5%D8%B1%D8%A7%D9%81-%D9%88%D8%AA%D8%AA%D8%A8%D8%B9-%D9%85%D9%86%D8%A7%D8%AF%D9%8A%D8%A8-%D8%A7%D9%84%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA
308,متخصص واتس اب api - فتح رابط داخل واتساب,from 6 days,$120.00 ,7 days,3,"programing, programing web, programing  apps , programing iOS, programing android ,  application development , dev apps ",https://mostaql.com/project/1066029-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%88%D8%A7%D8%AA%D8%B3-%D8%A7%D8%A8-api-%D9%81%D8%AA%D8%AD-%D8%B1%D8%A7%D8%A8%D8%B7-%D8%AF%D8%A7%D8%AE%D9%84-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8
309,"design web ويب عن طريق HTML ,CSS ,Javascript مع العمل على الداتا preprocessing,visulaization",from 6 days,$200.00 ,7 days,30,"design web إلكتروني, design web, الdesign الإبداعي, design UI, design UX, programing,  application development ,programming engineer",https://mostaql.com/project/1076845-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D8%B9%D9%86-%D8%B7%D8%B1%D9%8A%D9%82-html-css-javascript-%D9%85%D8%B9-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AF%D8%A7%D8%AA%D8%A7-preprocessingvisulaization
310,dev application تواصل اجتماعي شبابي مبتكر (Yterna),from 6 days,$237.50 ,60 days,4," management مشاريع, programing,  application development , programing data base, programing web, programing  apps ",https://mostaql.com/project/1076781-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A-%D8%B4%D8%A8%D8%A7%D8%A8%D9%8A-%D9%85%D8%A8%D8%AA%D9%83%D8%B1-yterna
311,design وprograming  application بنك إلكتروني مثال D360 و STC Bank,from 6 days,$450.00 ,30 days,4,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات الهواتف الذكية, design UI UX, design UI, design UX",https://mostaql.com/project/1076799-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A8%D9%86%D9%83-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%85%D8%AB%D8%A7%D9%84-d360-%D9%88-stc-bank
312,تنصيب وتخصيص سكربت 6Valley Multi Vendor ورفع  apps  على App Store و Google Play,from 6 days,$600.00 ,15 days,3," application development , programing, programing web, create web إلكتروني, devweb,  management web,programming engineer, testing  programes , dev apps , programing  apps ",https://mostaql.com/project/1076848-%D8%AA%D9%86%D8%B5%D9%8A%D8%A8-%D9%88%D8%AA%D8%AE%D8%B5%D9%8A%D8%B5-%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-6valley-multi-vendor-%D9%88%D8%B1%D9%81%D8%B9-%D8%A7%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-app-store-%D9%88-google-play
313,واجهة مستخدم لتشغيل WhatsApp Cloud API من خلالها,from 6 days,$150.00 ,5 days,3,"إدارة علاقات العملاء, programing, programing web, programing  apps ,programming engineer,  application development ",https://mostaql.com/project/1076613-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D9%84%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-whatsapp-cloud-api-%D9%85%D9%86-%D8%AE%D9%84%D8%A7%D9%84%D9%87%D8%A7
314,ربط الفواتير الإلكترونية API مع هيىة الزكاة والدخل,from 6 days,$100.00 ,30 days,3," engineering  programes ,  application development , programing web, programing  apps , programing",https://mostaql.com/project/1076655-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D9%81%D9%88%D8%A7%D8%AA%D9%8A%D8%B1-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-api-%D9%85%D8%B9-%D9%87%D9%8A%D9%89%D8%A9-%D8%A7%D9%84%D8%B2%D9%83%D8%A7%D8%A9-%D9%88%D8%A7%D9%84%D8%AF%D8%AE%D9%84
