,Title,Posted,Budget,Duration(Days),number of offers,Link,Category_English,Category_Arabic
257,تصميم واجهة المستخدم لتطبيق حجوزات الوحدات السكنية,2025-05-12,175.0,10.0,14,https://mostaql.com/project/1088331-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D8%AD%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%83%D9%86%D9%8A%D8%A9,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
258,تطوير موقع قائم,2025-05-11,75.0,1.0,3,https://mostaql.com/project/1088159-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%82%D8%A7%D8%A6%D9%85,Web Development,تطوير الويب
259,مبرمج iOS لتصميم تطبيق تنسيق ملابس,2025-05-11,375.0,14.0,5,https://mostaql.com/project/1088191-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-ios-%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%86%D8%B3%D9%8A%D9%82-%D9%85%D9%84%D8%A7%D8%A8%D8%B3,Data Analysis,تحليل البيانات
260,نظام متكامل لإدارة صندوق إدخار للموظفين,2025-05-11,750.0,26.0,4,https://mostaql.com/project/1088289-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%A5%D8%AF%D8%AE%D8%A7%D8%B1-%D9%84%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
261,إصلاح موقع معلق في قوقل,2025-05-11,37.5,10.0,1,https://mostaql.com/project/1088349-%D8%A5%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D8%B9%D9%84%D9%82-%D9%81%D9%8A-%D9%82%D9%88%D9%82%D9%84,Mobile Development,تطوير الهاتف المحمول
262,تعديلات js وcss في متجر على سلة,2025-05-11,37.5,3.0,3,https://mostaql.com/project/1088193-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-js-%D9%88css-%D9%81%D9%8A-%D9%85%D8%AA%D8%AC%D8%B1-%D8%B9%D9%84%D9%89-%D8%B3%D9%84%D8%A9,Web Development,تطوير الويب
263,تطوير تطبيق أندرويد لشحن الألعاب والخدمات الرقمية مع دعم دفع USDT,2025-05-11,175.0,1.0,6,https://mostaql.com/project/1085532-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%84%D8%B4%D8%AD%D9%86-%D8%A7%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AF%D8%B9%D9%85-%D8%AF%D9%81%D8%B9-usdt,Mobile Development,تطوير الهاتف المحمول
264,مطور لارافيل & VUE.JS,2025-05-11,375.0,21.0,9,https://mostaql.com/project/1088164-%D9%85%D8%B7%D9%88%D8%B1-%D9%84%D8%A7%D8%B1%D8%A7%D9%81%D9%8A%D9%84-vuejs,Web Development,تطوير الويب
265,إعداد Kubernetes Monitoring Stack متكامل على DigitalOcean مع تكامل التطبيقات الخارجية,2025-05-11,175.0,2.0,4,https://mostaql.com/project/1088158-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-kubernetes-monitoring-stack-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D8%B9%D9%84%D9%89-digitalocean-%D9%85%D8%B9-%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D8%A7%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9,Web Development,تطوير الويب
266,إنشاء موقع شخصي احترافي على WordPress,2025-05-11,175.0,7.0,33,https://mostaql.com/project/1088147-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%B4%D8%AE%D8%B5%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%B9%D9%84%D9%89-wordpress,Web Development,تطوير الويب
267,نقل دومين من استضافة إلى استضافة أخرى,2025-05-11,37.5,1.0,12,https://mostaql.com/project/1088206-%D9%86%D9%82%D9%84-%D8%AF%D9%88%D9%85%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9-%D8%A3%D8%AE%D8%B1%D9%89,Web Development,تطوير الويب
268,مبرمج تطبيقات لتعديل كود,2025-05-11,75.0,10.0,7,https://mostaql.com/project/1088202-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%83%D9%88%D8%AF,Web Development,تطوير الويب
269,حل مشكلة في إنشاء تطبيق بلغة كوتلن,2025-05-11,37.5,30.0,15,https://mostaql.com/project/1045583-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D9%81%D9%8A-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A8%D9%84%D8%BA%D8%A9-%D9%83%D9%88%D8%AA%D9%84%D9%86,Networking,الشبكات
270,تصميم وتفعيل موقع إلكتروني باللغتين العربية و الإنجليزية,2025-05-11,75.0,3.0,8,https://mostaql.com/project/1088393-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D9%81%D8%B9%D9%8A%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D8%BA%D8%AA%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%88-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9,Web Development,تطوير الويب
271,تعريب قالب (Template) من الإنجليزية إلى العربية وتحويل الإتجاهات والنصوص,2025-05-11,37.5,2.0,1,https://mostaql.com/project/1088309-%D8%AA%D8%B9%D8%B1%D9%8A%D8%A8-%D9%82%D8%A7%D9%84%D8%A8-template-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%88%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D8%A5%D8%AA%D8%AC%D8%A7%D9%87%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%86%D8%B5%D9%88%D8%B5,Web Development,تطوير الويب
272,تصميم موقع ووردبريس تعريفي احترافي ثنائي اللغة لشركة ناشئة جديدة,2025-05-11,175.0,7.0,17,https://mostaql.com/project/1088170-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%AA%D8%B9%D8%B1%D9%8A%D9%81%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D9%86%D8%A7%D8%B4%D8%A6%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9,Web Development,تطوير الويب
273,مشروع تطوير منصة دروبشوبينق عربية للتجار,2025-05-11,750.0,60.0,17,https://mostaql.com/project/1088257-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%86%D8%B5%D8%A9-%D8%AF%D8%B1%D9%88%D8%A8%D8%B4%D9%88%D8%A8%D9%8A%D9%86%D9%82-%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1,Web Development,تطوير الويب
274,محاكات لروبوت التدخل في الآبار البترولية,2025-05-11,75.0,7.0,12,https://mostaql.com/project/1088420-%D9%85%D8%AD%D8%A7%D9%83%D8%A7%D8%AA-%D9%84%D8%B1%D9%88%D8%A8%D9%88%D8%AA-%D8%A7%D9%84%D8%AA%D8%AF%D8%AE%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D8%A2%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%A8%D8%AA%D8%B1%D9%88%D9%84%D9%8A%D8%A9,Web Development,تطوير الويب
275,مستقل خبير فلاتر و ووردبرس,2025-05-11,37.5,2.0,9,https://mostaql.com/project/1087841-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-%D9%88-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D8%B3,Web Development,تطوير الويب
276,مطور ألعاب ثنائي الأبعاد (2D) ليقوم بإنتاج ملفات Animation Clips في Unity2d,2025-05-11,37.5,7.0,5,https://mostaql.com/project/1087897-%D9%85%D8%B7%D9%88%D8%B1-%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%A7%D9%84%D8%A3%D8%A8%D8%B9%D8%A7%D8%AF-2d-%D9%84%D9%8A%D9%82%D9%88%D9%85-%D8%A8%D8%A5%D9%86%D8%AA%D8%A7%D8%AC-%D9%85%D9%84%D9%81%D8%A7%D8%AA-animation-clips-%D9%81%D9%8A-unity2d,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
277,سورس كود برنامج محاسبي يعمل على الويب,2025-05-11,750.0,30.0,4,https://mostaql.com/project/1087934-%D8%B3%D9%88%D8%B1%D8%B3-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D9%8A-%D9%8A%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%88%D9%8A%D8%A8,Web Development,تطوير الويب
278,تطوير بوت متعدد القنوات (واتساب، إنستقرام، الموقع) مع لوحة تحكم,2025-05-11,75.0,10.0,8,https://mostaql.com/project/1087760-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D9%88%D8%AA-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D9%82%D9%86%D9%88%D8%A7%D8%AA-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8-%D8%A5%D9%86%D8%B3%D8%AA%D9%82%D8%B1%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%85%D8%B9-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85,Web Development,تطوير الويب
279,نظام اشتراكات VIP في موقع موجود php وتطبيق فلاتر يعمل,2025-05-11,175.0,5.0,4,https://mostaql.com/project/1087802-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%D9%83%D8%A7%D8%AA-vip-%D9%81%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%88%D8%AC%D9%88%D8%AF-php-%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-%D9%8A%D8%B9%D9%85%D9%84,Web Development,تطوير الويب
280,تصميم قالب HTML لفاتورة إلكترونية ضريبية وعرض سعر,2025-05-11,37.5,5.0,5,https://mostaql.com/project/1087709-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%82%D8%A7%D9%84%D8%A8-html-%D9%84%D9%81%D8%A7%D8%AA%D9%88%D8%B1%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D8%B6%D8%B1%D9%8A%D8%A8%D9%8A%D8%A9-%D9%88%D8%B9%D8%B1%D8%B6-%D8%B3%D8%B9%D8%B1,Web Development,تطوير الويب
281,مستقل مبرمج Django,2025-05-11,75.0,8.0,11,https://mostaql.com/project/1087928-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-django,Web Development,تطوير الويب
282,نشر تطبيق في جوجل بلاي,2025-05-11,37.5,1.0,14,https://mostaql.com/project/1087909-%D9%86%D8%B4%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%8A-%D8%AC%D9%88%D8%AC%D9%84-%D8%A8%D9%84%D8%A7%D9%8A,Mobile Development,تطوير الهاتف المحمول
283,تطوير موقع إلكتروني,2025-05-11,75.0,7.0,14,https://mostaql.com/project/1087929-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
284,عمل api لإرسال إيميلات وربطه في نظام قائم,2025-05-11,375.0,10.0,19,https://mostaql.com/project/1087954-%D8%B9%D9%85%D9%84-api-%D9%84%D8%A5%D8%B1%D8%B3%D8%A7%D9%84-%D8%A5%D9%8A%D9%85%D9%8A%D9%84%D8%A7%D8%AA-%D9%88%D8%B1%D8%A8%D8%B7%D9%87-%D9%81%D9%8A-%D9%86%D8%B8%D8%A7%D9%85-%D9%82%D8%A7%D8%A6%D9%85,Web Development,تطوير الويب
285,مصمم موقع عقاري,2025-05-11,750.0,15.0,5,https://mostaql.com/project/1087754-%D9%85%D8%B5%D9%85%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%B9%D9%82%D8%A7%D8%B1%D9%8A,Web Development,تطوير الويب
286,اختبار سورس كود خاص بتطبيق اندرويد وموقع ويب,2025-05-11,37.5,3.0,1,https://mostaql.com/project/1087774-%D8%A7%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1-%D8%B3%D9%88%D8%B1%D8%B3-%D9%83%D9%88%D8%AF-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%88%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8,Web Development,تطوير الويب
287,نشر التطبيقات على متجر ابل ستور وقوقل بلاي,2025-05-11,37.5,10.0,4,https://mostaql.com/project/1087895-%D9%86%D8%B4%D8%B1-%D8%A7%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A7%D8%A8%D9%84-%D8%B3%D8%AA%D9%88%D8%B1-%D9%88%D9%82%D9%88%D9%82%D9%84-%D8%A8%D9%84%D8%A7%D9%8A,Mobile Development,تطوير الهاتف المحمول
288,تعديل وإصلاح المشاكل,2025-05-11,37.5,3.0,7,https://mostaql.com/project/1087820-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D8%A5%D8%B5%D9%84%D8%A7%D8%AD-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%83%D9%84,Web Development,تطوير الويب
289,اختبار موقع إلكتروني وتقديم تقرير شامل,2025-05-11,75.0,3.0,3,https://mostaql.com/project/1087795-%D8%A7%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D8%AA%D9%82%D8%B1%D9%8A%D8%B1-%D8%B4%D8%A7%D9%85%D9%84,Web Development,تطوير الويب
290,برنامج كاشير ذكي,2025-05-11,175.0,30.0,4,https://mostaql.com/project/1087930-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%83%D8%A7%D8%B4%D9%8A%D8%B1-%D8%B0%D9%83%D9%8A,Mobile Development,تطوير الهاتف المحمول
291,برمجة بوت واتساب تفاعلي بأزرار (WhatsApp Button Bot),2025-05-11,37.5,2.0,8,https://mostaql.com/project/1087744-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D9%88%D8%AA-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A-%D8%A8%D8%A3%D8%B2%D8%B1%D8%A7%D8%B1-whatsapp-button-bot,Data Analysis,تحليل البيانات
292,إنشاء تطبيق وربطة بموقع إلكتروني,2025-05-11,37.5,3.0,4,https://mostaql.com/project/1087662-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D8%B1%D8%A8%D8%B7%D8%A9-%D8%A8%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
293,نقل موقع ASP.NET من استضافة ويندوز إلى استضافة Linux,2025-05-11,75.0,5.0,17,https://mostaql.com/project/1088022-%D9%86%D9%82%D9%84-%D9%85%D9%88%D9%82%D8%B9-aspnet-%D9%85%D9%86-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9-%D9%88%D9%8A%D9%86%D8%AF%D9%88%D8%B2-%D8%A5%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9-linux,Web Development,تطوير الويب
294,العمل على تطوير منصة لإدخال بيانات,2025-05-11,75.0,5.0,4,https://mostaql.com/project/1087901-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D8%A5%D8%AF%D8%AE%D8%A7%D9%84-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA,Web Development,تطوير الويب
295,داش بورد مكون من إدارتين,2025-05-11,175.0,5.0,2,https://mostaql.com/project/1088093-%D8%AF%D8%A7%D8%B4-%D8%A8%D9%88%D8%B1%D8%AF-%D9%85%D9%83%D9%88%D9%86-%D9%85%D9%86-%D8%A5%D8%AF%D8%A7%D8%B1%D8%AA%D9%8A%D9%86,Web Development,تطوير الويب
296,إعداد سكربت eMart بالكامل مع ربط التطبيقات (Android و iOS) وتفعيل جميع الخدمات,2025-05-11,175.0,10.0,32,https://mostaql.com/project/1088038-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-emart-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-android-%D9%88-ios-%D9%88%D8%AA%D9%81%D8%B9%D9%8A%D9%84-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA,Web Development,تطوير الويب
297,نشر تطبيق على متجر قوقل بلاي وأبل ستور,2025-05-11,37.5,4.0,5,https://mostaql.com/project/1087829-%D9%86%D8%B4%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D9%82%D9%88%D9%82%D9%84-%D8%A8%D9%84%D8%A7%D9%8A-%D9%88%D8%A3%D8%A8%D9%84-%D8%B3%D8%AA%D9%88%D8%B1,Mobile Development,تطوير الهاتف المحمول
298,مبرمج خبير بمنصة Shopify لإنشاء متجر إلكتروني متكامل للذهب والمجوهرات,2025-05-11,750.0,30.0,17,https://mostaql.com/project/1088007-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%AE%D8%A8%D9%8A%D8%B1-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-shopify-%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%84%D9%84%D8%B0%D9%87%D8%A8-%D9%88%D8%A7%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
299,تطبيق لإدارة مؤسسة تكييف,2025-05-11,750.0,30.0,37,https://mostaql.com/project/1087733-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D8%A4%D8%B3%D8%B3%D8%A9-%D8%AA%D9%83%D9%8A%D9%8A%D9%81,Mobile Development,تطوير الهاتف المحمول
300,التعديل على إضافة ووردبريس,2025-05-11,175.0,10.0,9,https://mostaql.com/project/1087503-%D8%A7%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3,Web Development,تطوير الويب
301,باك إند لموقع تحويل صوت إلى نص (Python + تسجيل + دخول + دفع),2025-05-11,175.0,7.0,16,https://mostaql.com/project/1087722-%D8%A8%D8%A7%D9%83-%D8%A5%D9%86%D8%AF-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%B5%D9%88%D8%AA-%D8%A5%D9%84%D9%89-%D9%86%D8%B5-python-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%AF%D8%AE%D9%88%D9%84-%D8%AF%D9%81%D8%B9,Web Development,تطوير الويب
302,تطبيق إعلاني لعرض إعلانات المحلات مقابل رسوم أو نقاط,2025-05-10,175.0,5.0,31,https://mostaql.com/project/1087504-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A-%D9%84%D8%B9%D8%B1%D8%B6-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A7%D8%AA-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%D8%B1%D8%B3%D9%88%D9%85-%D8%A3%D9%88-%D9%86%D9%82%D8%A7%D8%B7,Mobile Development,تطوير الهاتف المحمول
303,نظام خدمة عملاء CRM,2025-05-10,175.0,10.0,14,https://mostaql.com/project/1087481-%D9%86%D8%B8%D8%A7%D9%85-%D8%AE%D8%AF%D9%85%D8%A9-%D8%B9%D9%85%D9%84%D8%A7%D8%A1-crm,Artificial Intelligence,الذكاء الاصطناعي
304,تطبيق بيع وشراء (Marketplace) مع إمكانية التطور إلى منصة تجارة إلكترونية شاملة,2025-05-10,1750.0,60.0,4,https://mostaql.com/project/1087471-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A8%D9%8A%D8%B9-%D9%88%D8%B4%D8%B1%D8%A7%D8%A1-marketplace-%D9%85%D8%B9-%D8%A5%D9%85%D9%83%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D8%B7%D9%88%D8%B1-%D8%A5%D9%84%D9%89-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D8%B4%D8%A7%D9%85%D9%84%D8%A9,Web Development,تطوير الويب
305,مبرمج Flutter لتطوير تطبيق موبايل بناءً على تصميم جاهز,2025-05-10,375.0,30.0,23,https://mostaql.com/project/1087618-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-flutter-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A8%D9%86%D8%A7%D8%A1-%D8%B9%D9%84%D9%89-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AC%D8%A7%D9%87%D8%B2,Mobile Development,تطوير الهاتف المحمول
306,مطور ويب لتطوير نظام إدارة الواتساب,2025-05-10,750.0,20.0,2,https://mostaql.com/project/1041480-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D9%8A%D8%A8-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8,Web Development,تطوير الويب
307,إنشاء موقع إلكتروني لمتجر “Hair Touch” لبيع زيت الأرغان,2025-05-10,75.0,7.0,17,https://mostaql.com/project/1087644-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-hair-touch-%D9%84%D8%A8%D9%8A%D8%B9-%D8%B2%D9%8A%D8%AA-%D8%A7%D9%84%D8%A3%D8%B1%D8%BA%D8%A7%D9%86,Web Development,تطوير الويب
308,تطبيق جوال Flex it,2025-05-10,175.0,10.0,6,https://mostaql.com/project/1087568-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-flex-it,Mobile Development,تطوير الهاتف المحمول
309,أداة للذكاء الاصطناعي تحول النص لخط بياني,2025-05-10,37.5,1.0,9,https://mostaql.com/project/1087453-%D8%A3%D8%AF%D8%A7%D8%A9-%D9%84%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D8%AA%D8%AD%D9%88%D9%84-%D8%A7%D9%84%D9%86%D8%B5-%D9%84%D8%AE%D8%B7-%D8%A8%D9%8A%D8%A7%D9%86%D9%8A,Data Analysis,تحليل البيانات
