Title,Link,client name,Type,Budget,Category,Date Posted
Create a travel package catalog with a quick search function.,https://www.freelanceyard.com/en/jobs/create-a-travel-package-catalog-with-a-quick-search-function-3,Tuio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Implement features for order history tracking and community-based product ratings.,https://www.freelanceyard.com/en/jobs/implement-features-for-order-history-tracking-and-community-based-product-ratings-6,The Public Advisors ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Create a reservation cart and simulate the checkout process.,https://www.freelanceyard.com/en/jobs/create-a-reservation-cart-and-simulate-the-checkout-process-3,The Public Advisors ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Users can log in and sign up.,https://www.freelanceyard.com/en/jobs/users-can-log-in-and-sign-up-3,Studio Metz ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Endpoints for managing administrators.,https://www.freelanceyard.com/en/jobs/endpoints-for-managing-administrators-3,Studio Metz ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 23-04-2025
Develop logic for bundling rentals and handling bookings.,https://www.freelanceyard.com/en/jobs/develop-logic-for-bundling-rentals-and-handling-bookings-3,Studio Metz ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 23-04-2025
Develop administrative tools and a maintenance mode.,https://www.freelanceyard.com/en/jobs/develop-administrative-tools-and-a-maintenance-mode-3,Studio Metz ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Administrative management endpoints.,https://www.freelanceyard.com/en/jobs/administrative-management-endpoints-3,Studio Metz ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 23-04-2025
Implement administrative endpoints and maintenance mode.,https://www.freelanceyard.com/en/jobs/implement-administrative-endpoints-and-maintenance-mode-3,Studio Metz ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Create the system for renting items and managing reservations.,https://www.freelanceyard.com/en/jobs/create-the-system-for-renting-items-and-managing-reservations-3,The Public Advisors ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Establish TravelSure user accounts and define membership tiers.,https://www.freelanceyard.com/en/jobs/establish-travelsure-user-accounts-and-define-membership-tiers-3,Studio Metz ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 23-04-2025
Build administrative tools and a maintenance mode.,https://www.freelanceyard.com/en/jobs/build-administrative-tools-and-a-maintenance-mode-7,Studio Metz ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 23-04-2025
Create administrative tools and a maintenance mode.,https://www.freelanceyard.com/en/jobs/create-administrative-tools-and-a-maintenance-mode-3,Studio Metz ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 23-04-2025
Build administrative tools and a maintenance mode.,https://www.freelanceyard.com/en/jobs/build-administrative-tools-and-a-maintenance-mode-6,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Travel List,https://www.freelanceyard.com/en/jobs/travel-list,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Education Tracker,https://www.freelanceyard.com/en/jobs/education-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Fitness Log,https://www.freelanceyard.com/en/jobs/fitness-log,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Shop Rate,https://www.freelanceyard.com/en/jobs/shop-rate,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Snap Status,https://www.freelanceyard.com/en/jobs/snap-status,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Attendance Management,https://www.freelanceyard.com/en/jobs/attendance-management,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Complaint Management,https://www.freelanceyard.com/en/jobs/complaint-management,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Sales-CRM,https://www.freelanceyard.com/en/jobs/sales-crm,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Event Check-Ins,https://www.freelanceyard.com/en/jobs/event-check-ins,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Event-Pulse,https://www.freelanceyard.com/en/jobs/event-pulse,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 23-04-2025
Travel List,https://www.freelanceyard.com/en/jobs/travel-list,FelixCo ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Craft Products Listing & Filtering Layout,https://www.freelanceyard.com/en/jobs/craft-products-listing-filtering-layout-4,High Contrast ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 22-04-2025
Design an admin dashboard interface.,https://www.freelanceyard.com/en/jobs/design-an-admin-dashboard-interface-1,High Contrast ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 22-04-2025
Create a branding and style guide for TravelSure.,https://www.freelanceyard.com/en/jobs/create-a-branding-and-style-guide-for-travelsure-1,Hariga Advertising ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 22-04-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-12,EchoGlobal ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 22-04-2025
Power-Read,https://www.freelanceyard.com/en/jobs/power-read,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Develop a branding and style guide.,https://www.freelanceyard.com/en/jobs/develop-a-branding-and-style-guide-1,EchoGlobal ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 22-04-2025
Home Services,https://www.freelanceyard.com/en/jobs/home-services,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Water Tracker,https://www.freelanceyard.com/en/jobs/water-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Design the homepage and its hero section.,https://www.freelanceyard.com/en/jobs/design-the-homepage-and-its-hero-section-4,Brain 4 Strategy ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Design the homepage and its hero section.,https://www.freelanceyard.com/en/jobs/design-the-homepage-and-its-hero-section-3,Born Digital ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 22-04-2025
Design a rental basket page.,https://www.freelanceyard.com/en/jobs/design-a-rental-basket-page-1,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Design key pages with a mobile-first approach.,https://www.freelanceyard.com/en/jobs/design-key-pages-with-a-mobile-first-approach-1,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Word press template store,https://www.freelanceyard.com/en/jobs/word-press-template-store,Ismail ,Individual,Budget: 100 - 150 EGP,(IT & Tech),Posted at: 22-04-2025
create a custom widget in flutter,https://www.freelanceyard.com/en/jobs/create-a-custom-widget-in-flutter-14,Company ,Individual,Budget: 150 EGP,(IT & Tech),Posted at: 22-04-2025
Design key pages with a mobile-first approach.,https://www.freelanceyard.com/en/jobs/design-key-pages-with-a-mobile-first-approach-2,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Create a layout for a book catalog and search function.,https://www.freelanceyard.com/en/jobs/create-a-layout-for-a-book-catalog-and-search-function-1,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Prioritize mobile-first layouts for essential screens.,https://www.freelanceyard.com/en/jobs/prioritize-mobile-first-layouts-for-essential-screens-1,Codezilla SRL ,Corporate,Budget: 10 USD,(IT & Tech),Posted at: 22-04-2025
Craft Products Listing & Filtering Layout,https://www.freelanceyard.com/en/jobs/craft-products-listing-filtering-layout-3,Codezilla SRL ,Corporate,Budget: 10 USD,(IT & Tech),Posted at: 22-04-2025
Design the user account and rented books layout.,https://www.freelanceyard.com/en/jobs/design-the-user-account-and-rented-books-layout-1,Brain 4 Strategy ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Design the homepage and its hero section.,https://www.freelanceyard.com/en/jobs/design-the-homepage-and-its-hero-section-3,Born Digital ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
create a buttom sheet,https://www.freelanceyard.com/en/jobs/create-a-buttom-sheet,Company ,Individual,Budget: 150 EGP,(IT & Tech),Posted at: 22-04-2025
create rooms screen,https://www.freelanceyard.com/en/jobs/create-rooms-screen,Company ,Individual,Budget: 5 USD,(IT & Tech),Posted at: 22-04-2025
create smart main screen,https://www.freelanceyard.com/en/jobs/create-smart-main-screen,Company ,Individual,Budget: 5 USD,(IT & Tech),Posted at: 22-04-2025
create a custom tabbar widget in flutter,https://www.freelanceyard.com/en/jobs/create-a-custom-tabbar-widget-in-flutter,Company ,Individual,Budget: 150 EGP,(IT & Tech),Posted at: 22-04-2025
create a screen in flutter,https://www.freelanceyard.com/en/jobs/create-a-screen-in-flutter-3,Company ,Individual,Budget: 5 USD,(IT & Tech),Posted at: 22-04-2025
create a wish list screen,https://www.freelanceyard.com/en/jobs/create-a-wish-list-screen,Company ,Individual,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
create room details screen,https://www.freelanceyard.com/en/jobs/create-room-details-screen,Company ,Individual,Budget: 5 USD,(IT & Tech),Posted at: 22-04-2025
create an alert dialoge,https://www.freelanceyard.com/en/jobs/create-an-alert-dialoge,Company ,Individual,Budget: 150 EGP,(IT & Tech),Posted at: 22-04-2025
create a buttom sheet,https://www.freelanceyard.com/en/jobs/create-a-buttom-sheet-2,Company ,Individual,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
create a buttom sheet,https://www.freelanceyard.com/en/jobs/create-a-buttom-sheet-1,Company ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 22-04-2025
Onboarding Screen 2 – for a Job Finder App,https://www.freelanceyard.com/en/jobs/onboarding-screen-2-for-a-job-finder-app,UXera ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Onboarding Screen 1 – for a Job Finder App,https://www.freelanceyard.com/en/jobs/onboarding-screen-1-for-a-job-finder-app,UXera ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 22-04-2025
Interface for finding local events.,https://www.freelanceyard.com/en/jobs/interface-for-finding-local-events-3,zenvertising ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 22-04-2025
Movie Recommendation System,https://www.freelanceyard.com/en/jobs/movie-recommendation-system-4,zenvertising ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 22-04-2025
create a custom widget in flutter,https://www.freelanceyard.com/en/jobs/create-a-custom-widget-in-flutter-13,Company ,Individual,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Suggestions Box,https://www.freelanceyard.com/en/jobs/suggestions-box,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Filter Bar – Job Listings Screen – for a Job Finder,https://www.freelanceyard.com/en/jobs/filter-bar-job-listings-screen-for-a-job-finder,UXera ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 22-04-2025
Job Cards List – Job Listings Screen – for a Job Finder,https://www.freelanceyard.com/en/jobs/job-cards-list-job-listings-screen-for-a-job-finder,UXera ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 22-04-2025
Header – Job Listings Screen – for a Job Finder App,https://www.freelanceyard.com/en/jobs/header-job-listings-screen-for-a-job-finder-app,UXera ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Onboarding Screen 3 – for a Job Finder App,https://www.freelanceyard.com/en/jobs/onboarding-screen-3-for-a-job-finder-app,Tuio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Social media scheduling platform interface.,https://www.freelanceyard.com/en/jobs/social-media-scheduling-platform-interface-2,Tuio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Reading Log Interface: A way to interact with your reading log.,https://www.freelanceyard.com/en/jobs/reading-log-interface-a-way-to-interact-with-your-reading-log,Tuio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 22-04-2025
Home automation control system.,https://www.freelanceyard.com/en/jobs/home-automation-control-system-2,Tuio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 22-04-2025
Sleep Tracker User Interface,https://www.freelanceyard.com/en/jobs/sleep-tracker-user-interface-2,Tuio ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 22-04-2025
Vacation Countdown Dashboard,https://www.freelanceyard.com/en/jobs/vacation-countdown-dashboard-3,zenvertising ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Weekly schedule display.,https://www.freelanceyard.com/en/jobs/weekly-schedule-display-4,zenvertising ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Pet Care Management System Dashboard,https://www.freelanceyard.com/en/jobs/pet-care-management-system-dashboard-3,zenvertising ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 22-04-2025
Digital Business Card Platform,https://www.freelanceyard.com/en/jobs/digital-business-card-platform-3,zenvertising ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 22-04-2025
Daily Journal User Interface,https://www.freelanceyard.com/en/jobs/daily-journal-user-interface-3,zenvertising ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 22-04-2025
Workout Tracker,https://www.freelanceyard.com/en/jobs/workout-tracker-1,The Public Advisors ,Corporate,Budget: 14 USD,(IT & Tech),Posted at: 22-04-2025
Lecture Notes,https://www.freelanceyard.com/en/jobs/lecture-notes,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Movie List,https://www.freelanceyard.com/en/jobs/movie-list,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Affirmations delivered daily.,https://www.freelanceyard.com/en/jobs/affirmations-delivered-daily-2,The Public Advisors ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 22-04-2025
Interface for finding local events.,https://www.freelanceyard.com/en/jobs/interface-for-finding-local-events-2,The Public Advisors ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 22-04-2025
Habit tracking interface.,https://www.freelanceyard.com/en/jobs/habit-tracking-interface-2,Tuio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 22-04-2025
Interview Tracker,https://www.freelanceyard.com/en/jobs/interview-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Meditation Timer Controls,https://www.freelanceyard.com/en/jobs/meditation-timer-controls-2,Tuio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 22-04-2025
Task Management Interface,https://www.freelanceyard.com/en/jobs/task-management-interface-2,The Public Advisors ,Corporate,Budget: 11 USD,(IT & Tech),Posted at: 22-04-2025
Interface for Tracking Fitness Goals.,https://www.freelanceyard.com/en/jobs/interface-for-tracking-fitness-goals-1,The Public Advisors ,Corporate,Budget: 14 USD,(IT & Tech),Posted at: 22-04-2025
Budget planning tool.,https://www.freelanceyard.com/en/jobs/budget-planning-tool-2,The Public Advisors ,Corporate,Budget: 14 USD,(IT & Tech),Posted at: 22-04-2025
Interface for Tracking Fitness Goals.,https://www.freelanceyard.com/en/jobs/interface-for-tracking-fitness-goals,Studio Metz ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 22-04-2025
Budget planning tool.,https://www.freelanceyard.com/en/jobs/budget-planning-tool-1,Studio Metz ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 22-04-2025
Affirmations delivered daily.,https://www.freelanceyard.com/en/jobs/affirmations-delivered-daily-1,Studio Metz ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 22-04-2025
Interface for finding local events.,https://www.freelanceyard.com/en/jobs/interface-for-finding-local-events-1,Studio Metz ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 22-04-2025
Movie Recommendation System,https://www.freelanceyard.com/en/jobs/movie-recommendation-system-3,The Public Advisors ,Corporate,Budget: 15 USD,(IT & Tech),Posted at: 22-04-2025
Recipe Logger,https://www.freelanceyard.com/en/jobs/recipe-logger,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 22-04-2025
Vacation Countdown Dashboard,https://www.freelanceyard.com/en/jobs/vacation-countdown-dashboard-2,The Public Advisors ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Weekly schedule display.,https://www.freelanceyard.com/en/jobs/weekly-schedule-display-3,The Public Advisors ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
User interface for tracking expenses.,https://www.freelanceyard.com/en/jobs/user-interface-for-tracking-expenses-1,Studio Metz ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 22-04-2025
Task Management Interface,https://www.freelanceyard.com/en/jobs/task-management-interface-1,Studio Metz ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 22-04-2025
Interface for Tracking Fitness Goals.,https://www.freelanceyard.com/en/jobs/interface-for-tracking-fitness-goals,Solveita ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 22-04-2025
