ID,Title,Link,client name,Type,Budget,Category,Date Posted
1344,Home Screen – Top Picks Section for a food app,https://www.freelanceyard.com/en/jobs/home-screen-top-picks-section-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1345,Home Screen – Offers Section for a food app,https://www.freelanceyard.com/en/jobs/home-screen-offers-section-for-a-food-app,UXera ,Startup,3.2,IT & Tech,2025-04-19
1346,Privacy Policy Page for a food app,https://www.freelanceyard.com/en/jobs/privacy-policy-page-for-a-food-app,UXera ,Startup,3.2,IT & Tech,2025-04-19
1347,"Empty States UI – Orders, Favorites for a food app",https://www.freelanceyard.com/en/jobs/empty-states-ui-orders-favorites-for-a-food-app,UXera ,Startup,3.2,IT & Tech,2025-04-19
1348,Notifications Screen for a food app,https://www.freelanceyard.com/en/jobs/notifications-screen-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1349,Promotions Screen for a food app,https://www.freelanceyard.com/en/jobs/promotions-screen-for-a-food-app,UXera ,Startup,5.0,IT & Tech,2025-04-19
1350,Favorites Screen for a food app,https://www.freelanceyard.com/en/jobs/favorites-screen-for-a-food-app,UXera ,Startup,5.0,IT & Tech,2025-04-19
1351,Filter Modal – Search Screen for a food app,https://www.freelanceyard.com/en/jobs/filter-modal-search-screen-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1352,Notification Settings – Profile Page for a food app,https://www.freelanceyard.com/en/jobs/notification-settings-profile-page-for-a-food-app,UXera ,Startup,3.2,IT & Tech,2025-04-19
1353,Address Book – Profile Page for a food app,https://www.freelanceyard.com/en/jobs/address-book-profile-page-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1354,Profile Overview – Profile Page for a food app,https://www.freelanceyard.com/en/jobs/profile-overview-profile-page-for-a-food-app,UXera ,Startup,5.0,IT & Tech,2025-04-19
1355,Rate Order – Feedback Page for a food app,https://www.freelanceyard.com/en/jobs/rate-order-feedback-page-for-a-food-app,UXera ,Startup,3.2,IT & Tech,2025-04-19
1356,Order Details View – My Orders Page for a food app,https://www.freelanceyard.com/en/jobs/order-details-view-my-orders-page-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1357,Terms and Conditions Page for a food app,https://www.freelanceyard.com/en/jobs/terms-and-conditions-page-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1358,Help Center – Support Page for a food app,https://www.freelanceyard.com/en/jobs/help-center-support-page-for-a-food-app,UXera ,Startup,5.0,IT & Tech,2025-04-19
1359,Currency Selection Screen for a food app,https://www.freelanceyard.com/en/jobs/currency-selection-screen-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1360,Language Selection Screen for a food app,https://www.freelanceyard.com/en/jobs/language-selection-screen-for-a-food-app,UXera ,Startup,3.2,IT & Tech,2025-04-19
1361,App Settings – Profile Page for a food app,https://www.freelanceyard.com/en/jobs/app-settings-profile-page-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1362,Cart Summary Section – Cart Page for a food app,https://www.freelanceyard.com/en/jobs/cart-summary-section-cart-page-for-a-food-app,UXera ,Startup,3.2,IT & Tech,2025-04-19
1363,Cart Items List – Cart Page for a food app,https://www.freelanceyard.com/en/jobs/cart-items-list-cart-page-for-a-food-app,UXera ,Startup,5.0,IT & Tech,2025-04-19
1364,Book Reading Interface,https://www.freelanceyard.com/en/jobs/book-reading-interface-31,High Contrast ,Startup,5.0,IT & Tech,2025-04-19
1365,Recipe Manager Interface,https://www.freelanceyard.com/en/jobs/recipe-manager-interface-9,Hariga Advertising ,Startup,5.0,IT & Tech,2025-04-19
1366,Sleep Tracker Interface,https://www.freelanceyard.com/en/jobs/sleep-tracker-interface-6,Flowr Agency ,Startup,5.0,IT & Tech,2025-04-19
1367,Past Orders List – My Orders Page for a food app,https://www.freelanceyard.com/en/jobs/past-orders-list-my-orders-page-for-a-food-app,UXera ,Startup,5.0,IT & Tech,2025-04-19
1368,Order Tracking Map – Order Tracking Page for a food app,https://www.freelanceyard.com/en/jobs/order-tracking-map-order-tracking-page-for-a-food-app,UXera ,Startup,5.0,IT & Tech,2025-04-19
1369,Order Confirmation Summary – Confirmation Page for a food app,https://www.freelanceyard.com/en/jobs/order-confirmation-summary-confirmation-page-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1370,Payment Method – Checkout Page for a food app,https://www.freelanceyard.com/en/jobs/payment-method-checkout-page-for-a-food-app,UXera ,Startup,3.2,IT & Tech,2025-04-19
1371,Address Selection – Checkout Page for a food app,https://www.freelanceyard.com/en/jobs/address-selection-checkout-page-for-a-food-app,UXera ,Startup,4.8,IT & Tech,2025-04-19
1372,Cart Summary Section – Cart Page for a food app,https://www.freelanceyard.com/en/jobs/cart-summary-section-cart-page-for-a-food-app,UXera ,Startup,5.0,IT & Tech,2025-04-19
1373,Gift List Organizer,https://www.freelanceyard.com/en/jobs/gift-list-organizer-8,Born Digital ,Startup,5.0,IT & Tech,2025-04-19
1374,Daily Affirmations Interface,https://www.freelanceyard.com/en/jobs/daily-affirmations-interface-10,Bonnie & Clyde Advertising Studio ,Startup,5.0,IT & Tech,2025-04-19
1375,Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-16,Bonnie & Clyde Advertising Studio ,Startup,5.0,IT & Tech,2025-04-19
1376,UI/UX Designer for a Responsive Pricing Table - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-responsive-pricing-table-final-delivery,M4Tech ,Startup,4.8,IT & Tech,2025-04-19
1377,Flashcard Study Interface,https://www.freelanceyard.com/en/jobs/flashcard-study-interface-6,FelixCo ,Startup,5.0,IT & Tech,2025-04-19
1378,Budget Planning Interface,https://www.freelanceyard.com/en/jobs/budget-planning-interface-18,EchoGlobal ,Startup,5.0,IT & Tech,2025-04-19
1379,Interactive Map Interface,https://www.freelanceyard.com/en/jobs/interactive-map-interface-15,COMMERGENT ,Startup,5.0,IT & Tech,2025-04-19
1380,Shopping List Interface,https://www.freelanceyard.com/en/jobs/shopping-list-interface-14,Codezilla SRL ,Corporate,5.0,IT & Tech,2025-04-19
1381,Expense Tracker Interface,https://www.freelanceyard.com/en/jobs/expense-tracker-interface-13,Codezilla SRL ,Corporate,5.0,IT & Tech,2025-04-19
1382,UI/UX Designer for Social Media Profile Preview UI,https://www.freelanceyard.com/en/jobs/uiux-designer-for-social-media-profile-preview-ui,M4Tech ,Startup,5.0,IT & Tech,2025-04-18
1383,Ui/Ux designer for website services section - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-website-services-section-final-delivery,M4Tech ,Startup,4.8,IT & Tech,2025-04-18
1384,UI/UX Designer for Website Services Section - Phase 2,https://www.freelanceyard.com/en/jobs/uiux-designer-for-website-services-section-phase-2,M4Tech ,Startup,3.2,IT & Tech,2025-04-18
1385,UI/UX Designer for Website Services Section,https://www.freelanceyard.com/en/jobs/uiux-designer-for-website-services-section,M4Tech ,Startup,5.0,IT & Tech,2025-04-18
1386,UI/UX Designer for Pricing Section - Final delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-pricing-section-final-delivery,M4Tech ,Startup,4.8,IT & Tech,2025-04-18
1387,UI/UX Designer for a Responsive Pricing Table - Phase 2,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-responsive-pricing-table-phase-2,M4Tech ,Startup,3.2,IT & Tech,2025-04-19
1388,UI/UX Designer for a Responsive Pricing Table,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-responsive-pricing-table,M4Tech ,Startup,5.0,IT & Tech,2025-04-19
1389,UI/UX Designer for Basic Contact Form,https://www.freelanceyard.com/en/jobs/uiux-designer-for-basic-contact-form,M4Tech ,Startup,5.0,IT & Tech,2025-04-19
1390,UI/UX Designer for Profile Preview UI - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-profile-preview-ui-final-delivery,M4Tech ,Startup,4.8,IT & Tech,2025-04-18
1391,UI/UX Designer for Profile Preview UI - phase 2,https://www.freelanceyard.com/en/jobs/uiux-designer-for-profile-preview-ui-phase-2,M4Tech ,Startup,3.2,IT & Tech,2025-04-18
1392,Design a “Copy Message” confirmation animation,https://www.freelanceyard.com/en/jobs/design-a-copy-message-confirmation-animation,Topi ,Startup,4.8,IT & Tech,2025-04-18
1393,Create a basic “No Internet” screen,https://www.freelanceyard.com/en/jobs/create-a-basic-no-internet-screen,Topi ,Startup,3.2,IT & Tech,2025-04-18
1394,Design the 'Interactive Thought Bubble' feature.,https://www.freelanceyard.com/en/jobs/design-the-interactive-thought-bubble-feature,Badr Design ,Startup,5.0,IT & Tech,2025-04-18
1395,Design the 'In-Chat Voice Message Player' Component,https://www.freelanceyard.com/en/jobs/design-the-in-chat-voice-message-player-component,Family Design ,Startup,4.8,IT & Tech,2025-04-18
1396,Design the “Character Marketplace” interface,https://www.freelanceyard.com/en/jobs/design-the-character-marketplace-interface,Topi ,Startup,5.0,IT & Tech,2025-04-18
1397,Design a search input for characters with live filtering,https://www.freelanceyard.com/en/jobs/design-a-search-input-for-characters-with-live-filtering,Topi ,Startup,4.8,IT & Tech,2025-04-18
1398,UI/UX Designer for Pricing Section - phase 2,https://www.freelanceyard.com/en/jobs/uiux-designer-for-pricing-section-phase-2,M4Tech ,Startup,3.2,IT & Tech,2025-04-18
1399,Design a character card hover effect,https://www.freelanceyard.com/en/jobs/design-a-character-card-hover-effect,Topi ,Startup,3.2,IT & Tech,2025-04-18
1400,Create an interactive onboarding tour with bot guidance,https://www.freelanceyard.com/en/jobs/create-an-interactive-onboarding-tour-with-bot-guidance,Topi ,Startup,5.0,IT & Tech,2025-04-18
1401,UI/UX Designer for Pricing Table Section,https://www.freelanceyard.com/en/jobs/uiux-designer-for-pricing-table-section,M4Tech ,Startup,5.0,IT & Tech,2025-04-18
1402,Design a “Copy Message” confirmation animation,https://www.freelanceyard.com/en/jobs/design-the-choose-character-category-screen,Badr Design ,Startup,3.2,IT & Tech,2025-04-18
1403,Design a loading state for chat,https://www.freelanceyard.com/en/jobs/design-a-loading-state-for-chat,Topi ,Startup,3.2,IT & Tech,2025-04-18
1404,Design the 'AI Learning Progress' screen,https://www.freelanceyard.com/en/jobs/design-the-ai-learning-progress-screen,Family Design ,Startup,5.0,IT & Tech,2025-04-18
1405,Design the 'User Profile' screen.,https://www.freelanceyard.com/en/jobs/design-the-user-profile-screen-2,Family Design ,Startup,4.8,IT & Tech,2025-04-18
1406,Design the 'Interaction Frequency Settings' screen.,https://www.freelanceyard.com/en/jobs/design-the-interaction-frequency-settings-screen,Badr Design ,Startup,4.8,IT & Tech,2025-04-18
1407,Design the 'Character Profile Details' screen.,https://www.freelanceyard.com/en/jobs/design-the-character-profile-details-screen,Badr Design ,Startup,3.2,IT & Tech,2025-04-18
1408,Design the 'Emotion-Responsive UI Mode'.,https://www.freelanceyard.com/en/jobs/design-the-emotion-responsive-ui-mode,Badr Design ,Startup,5.0,IT & Tech,2025-04-18
1409,Design a chatbot training panel (for advanced users).,https://www.freelanceyard.com/en/jobs/design-a-chatbot-training-panel-for-advanced-users,Topi ,Startup,5.0,IT & Tech,2025-04-18
1410,Design the 'Custom Chat Bubbles' style screen.,https://www.freelanceyard.com/en/jobs/design-the-custom-chat-bubbles-style-screen,Badr Design ,Startup,4.8,IT & Tech,2025-04-18
1411,Create a “Light / Dark Mode” toggle UI,https://www.freelanceyard.com/en/jobs/create-a-light-dark-mode-toggle-ui,Topi ,Startup,4.8,IT & Tech,2025-04-18
1412,Create a “Chat with Multiple Characters” tab layout,https://www.freelanceyard.com/en/jobs/create-a-chat-with-multiple-characters-tab-layout,Topi ,Startup,4.8,IT & Tech,2025-04-18
1413,Design the 'Help Center' screen.,https://www.freelanceyard.com/en/jobs/design-the-help-center-screen-1,Family Design ,Startup,4.8,IT & Tech,2025-04-18
1414,Design the 'Promo Code' entry screen.,https://www.freelanceyard.com/en/jobs/design-the-promo-code-entry-screen,Family Design ,Startup,3.2,IT & Tech,2025-04-18
1415,Design an “Empty Chat” state,https://www.freelanceyard.com/en/jobs/design-an-empty-chat-state,Topi ,Startup,3.2,IT & Tech,2025-04-18
1416,Design the 'Sign Out' button.,https://www.freelanceyard.com/en/jobs/design-the-sign-out-button,Family Design ,Startup,3.2,IT & Tech,2025-04-18
1417,Design the “Rewind Chat” function,https://www.freelanceyard.com/en/jobs/design-the-rewind-chat-function,Topi ,Startup,5.0,IT & Tech,2025-04-18
1418,Design the “Add to Favorites” interaction,https://www.freelanceyard.com/en/jobs/design-the-add-to-favorites-interaction,Topi ,Startup,4.8,IT & Tech,2025-04-18
1419,Design a simple settings landing screen,https://www.freelanceyard.com/en/jobs/design-a-simple-settings-landing-screen,Topi ,Startup,3.2,IT & Tech,2025-04-18
1420,Design the 'Character Selection' screen with search functionality.,https://www.freelanceyard.com/en/jobs/design-the-character-selection-screen-with-search-functionality,Family Design ,Startup,5.0,IT & Tech,2025-04-18
1421,Design an AI-generated memory timeline,https://www.freelanceyard.com/en/jobs/design-an-ai-generated-memory-timeline,Topi ,Startup,3.2,IT & Tech,2025-04-18
1422,Create an “AI Story Generator” multi-panel UI,https://www.freelanceyard.com/en/jobs/create-an-ai-story-generator-multi-panel-ui,Topi ,Startup,5.0,IT & Tech,2025-04-18
1423,Create a “Chat Archive” confirmation modal,https://www.freelanceyard.com/en/jobs/create-a-chat-archive-confirmation-modal,Topi ,Startup,4.8,IT & Tech,2025-04-18
1424,Design the basic “Terms and Conditions” scroll screen,https://www.freelanceyard.com/en/jobs/design-the-basic-terms-and-conditions-scroll-screen,Topi ,Startup,3.2,IT & Tech,2025-04-18
1425,Design a multi-character group chat interface,https://www.freelanceyard.com/en/jobs/design-a-multi-character-group-chat-interface,Topi ,Startup,5.0,IT & Tech,2025-04-18
1426,Design the message-to-image generation screen,https://www.freelanceyard.com/en/jobs/design-the-message-to-image-generation-screen,Topi ,Startup,5.0,IT & Tech,2025-04-18
1427,Design a quick emoji reaction panel in chat,https://www.freelanceyard.com/en/jobs/design-a-quick-emoji-reaction-panel-in-chat,Topi ,Startup,4.8,IT & Tech,2025-04-18
1428,Design a minimal password reset screen,https://www.freelanceyard.com/en/jobs/design-a-minimal-password-reset-screen,Topi ,Startup,3.2,IT & Tech,2025-04-18
1429,Design the voice modulation panel,https://www.freelanceyard.com/en/jobs/design-the-voice-modulation-panel,Topi ,Startup,5.0,IT & Tech,2025-04-18
1430,Design a “Keyboard Shortcuts” helper panel,https://www.freelanceyard.com/en/jobs/design-a-keyboard-shortcuts-helper-panel,Topi ,Startup,4.8,IT & Tech,2025-04-18
1431,Create a simple “Pick Your Character” screen,https://www.freelanceyard.com/en/jobs/create-a-simple-pick-your-character-screen,Topi ,Startup,3.2,IT & Tech,2025-04-18
1432,Design the 'Sound Settings' screen.,https://www.freelanceyard.com/en/jobs/design-the-sound-settings-screen,Family Design ,Startup,4.8,IT & Tech,2025-04-18
1433,Design an accessibility-first voice command UI overlay,https://www.freelanceyard.com/en/jobs/design-an-accessibility-first-voice-command-ui-overlay,Topi ,Startup,5.0,IT & Tech,2025-04-18
1434,Design the 'Exit Confirmation' screen.,https://www.freelanceyard.com/en/jobs/design-the-exit-confirmation-screen,Family Design ,Startup,3.2,IT & Tech,2025-04-18
