ID,Title,Category_English,Posted,Avg offer,Duration,Number of Offers,Tags,Tags_en,Link
125,تصميم متجر إلكتروني على زد,Web Development,منذ يومين,$100.00 ,4 أيام,7,"CSS, تصميم شعار, منصة زد, إنشاء متجر إلكتروني, تصميم متجر إلكتروني, إدارة المتاجر الإلكترونية, تصميم جرافيك, التصميم الإبداعي","CSS, design شعار, منصة زد, create  online market, design  online market,  management متاجر الإلكترونية, design جرافيك, الdesign الإبداعي",https://mostaql.com/project/1079199-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B9%D9%84%D9%89-%D8%B2%D8%AF
126,السايبر سيكيورتي كتابة تقرير فقط جزء الباك قراوند,Software Engineering,منذ يومين,$26.50 ,2 يومين,6,"برمجة, الأمن السيبراني, تطوير البرمجيات, هندسة البرمجيات, الكتابة التقنية, Back End, بناء الروابط","programing, الأمن السيبراني,  application development ,programming engineer, الكتابة التقنية, Back End, بناء الروابط",https://mostaql.com/project/1078756-%D8%A7%D9%84%D8%B3%D8%A7%D9%8A%D8%A8%D8%B1-%D8%B3%D9%8A%D9%83%D9%8A%D9%88%D8%B1%D8%AA%D9%8A-%D9%83%D8%AA%D8%A7%D8%A8%D8%A9-%D8%AA%D9%82%D8%B1%D9%8A%D8%B1-%D9%81%D9%82%D8%B7-%D8%AC%D8%B2%D8%A1-%D8%A7%D9%84%D8%A8%D8%A7%D9%83-%D9%82%D8%B1%D8%A7%D9%88%D9%86%D8%AF
127,إعداد وتخصيص نظام Odoo ERP,Web Development,منذ يومين,$100.00 ,10 أيام,3,"أودو, برمجة, برمجة مواقع, هندسة البرمجيات, برمجة قواعد البيانات"," odoo  , programing, programing web,programming engineer, programing data base",https://mostaql.com/project/1078807-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D9%88%D8%AA%D8%AE%D8%B5%D9%8A%D8%B5-%D9%86%D8%B8%D8%A7%D9%85-odoo-erp
128,إنشاء نظام Materials Control,Web Development,منذ 3 أيام,$100.00 ,30 يوما,11,"ASP.NET MVC, CSS, برمجة, C# Programming, هندسة البرمجيات, تطوير البرمجيات, برمجة تطبيقات سطح المكتب, فيجوال بيسك للتطبيقات","ASP.NET MVC, CSS, programing, C# Programming,programming engineer,  application development , programing  applicationات سطح المكتب, فيجوال بيسك لل applicationات",https://mostaql.com/project/1078728-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%86%D8%B8%D8%A7%D9%85-materials-control
129,نظام كورسات أونلاين,Web Development,منذ يومين,$650.00 ,20 يوما,29,"هندسة البرمجيات, JavaFX, تحليل النظم, تحليل البيانات, برمجة قواعد البيانات, برمجة مواقع, برمجة, برمجة التطبيقات"," engineering  programes , JavaFX, تحليل النظم, data analysis, programing data base, programing web, programing, programing  apps ",https://mostaql.com/project/1078788-%D9%86%D8%B8%D8%A7%D9%85-%D9%83%D9%88%D8%B1%D8%B3%D8%A7%D8%AA-%D8%A3%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86
130,تنفيذ نظام أتمتة ذكي لتوصيل الطلبات عبر واتساب باستخدام n8n وOpenAI وAirtable,Web Development,منذ يومين,$380.00 ,7 أيام,1,"برمجة, تطوير البرمجيات, هندسة البرمجيات, تصميم تطبيقات الهواتف الذكية, الذكاء الاصطناعي, برمجة التطبيقات, تطوير التطبيقات","programing,  application development ,programming engineer, design  applicationات mobile, AI, programing  apps , dev apps ",https://mostaql.com/project/1078785-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%86%D8%B8%D8%A7%D9%85-%D8%A3%D8%AA%D9%85%D8%AA%D8%A9-%D8%B0%D9%83%D9%8A-%D9%84%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%A7%D9%84%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D8%B9%D8%A8%D8%B1-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-n8n-%D9%88openai-%D9%88airtable
131,ربط لتسجيل دخول الأعضاء من خلال نفاذ الموحد,Web Development,منذ 3 أيام,$50.00 ,1 يوم,10,"برمجة, تطوير البرمجيات, تصميم موقع إلكتروني, تطوير الويب الكامل, برمجة مواقع, تطوير الويب, خدمات الويب","programing,  application development , design web إلكتروني, devwebالكامل, programing web, devweb, خدمات web",https://mostaql.com/project/1050000-%D8%B1%D8%A8%D8%B7-%D9%84%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%AF%D8%AE%D9%88%D9%84-%D8%A7%D9%84%D8%A3%D8%B9%D8%B6%D8%A7%D8%A1-%D9%85%D9%86-%D8%AE%D9%84%D8%A7%D9%84-%D9%86%D9%81%D8%A7%D8%B0-%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%AF
132,موقع تعليمي متكامل,Web Development,منذ 3 أيام,"$1,550.00 ",15 يوما,37,"إدارة المواقع, برمجة, برمجة مواقع, إنشاء موقع إلكتروني, تصميم مواقع, تطوير البرمجيات, هندسة البرمجيات"," management web, programing, programing web, create web إلكتروني, design web,  application development ,programming engineer",https://mostaql.com/project/1078697-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84
133,نظام سحب ورفع وتحديث منتجات من مواقع متعددة إلى متجر إلكتروني باستخدام الأتمتة,Web Development,منذ يومين,$500.00 ,30 يوما,5,"برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, flutter, web scraping, بايثون","programing,  application development , programing data base, programing web, flutter, web scraping, python",https://mostaql.com/project/1078935-%D9%86%D8%B8%D8%A7%D9%85-%D8%B3%D8%AD%D8%A8-%D9%88%D8%B1%D9%81%D8%B9-%D9%88%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%85%D9%86-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF%D8%A9-%D8%A5%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%A3%D8%AA%D9%85%D8%AA%D8%A9
134,تحويل الداتابيز من أوراكل إلى سكيول سيرفر ضروري يكون محترف وخبير,Data Science,منذ يومين,"$1,000.00 ",15 يوما,23,"PostgreSQL, SQL, SQLite, برمجة","PostgreSQL, SQL, SQLite, programing",https://mostaql.com/project/1078829-%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D8%AF%D8%A7%D8%AA%D8%A7%D8%A8%D9%8A%D8%B2-%D9%85%D9%86-%D8%A3%D9%88%D8%B1%D8%A7%D9%83%D9%84-%D8%A5%D9%84%D9%89-%D8%B3%D9%83%D9%8A%D9%88%D9%84-%D8%B3%D9%8A%D8%B1%D9%81%D8%B1-%D8%B6%D8%B1%D9%88%D8%B1%D9%8A-%D9%8A%D9%83%D9%88%D9%86-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%88%D8%AE%D8%A8%D9%8A%D8%B1
135,برمجة وتصميم تطبيق طلبات للمطاعم والمتاجر (Android + iOS + لوحة تحكم),Web Development,منذ يومين,$500.00 ,60 يوما,13,"تصميم مواقع, تطوير الويب, إنشاء موقع إلكتروني, تصميم موقع إلكتروني, برمجة مواقع, برمجة, تصميم UI UX, تصميم نماذج إلكترونية","design web, devweb, create web إلكتروني, design web إلكتروني, programing web, programing, design UI UX, design نماذج إلكترونية",https://mostaql.com/project/1078929-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%88%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D9%84%D9%84%D9%85%D8%B7%D8%A7%D8%B9%D9%85-%D9%88%D8%A7%D9%84%D9%85%D8%AA%D8%A7%D8%AC%D8%B1-android-ios-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85
136,مطوّر ألعاب Unity لتعديل لعبة وإضافة إعلانات,Software Engineering,منذ يومين,$300.00 ,10 أيام,4,"برمجة أندرويد, برمجة ألعاب الجوال, برمجة التطبيقات, برمجة, تطوير البرمجيات, Unity 3D","programing android , programing ألعاب الجوال, programing  apps , programing,  application development , Unity 3D",https://mostaql.com/project/1078792-%D9%85%D8%B7%D9%88%D8%B1-%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-unity-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%84%D8%B9%D8%A8%D8%A9-%D9%88%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA
137,إنشاء منصة إلكترونية متكاملة ومتقدمة لطباعة المنتجات حسب الطلب,Software Engineering,منذ 3 أيام,$320.00 ,23 يوما,10,"جافا سكريبت, HTML, CSS, PHP, flutter, برمجة مواقع, Back End, Front End, برمجة قواعد البيانات, برمجة","java script, HTML, CSS, PHP, flutter, programing web, Back End, Front End, programing data base, programing",https://mostaql.com/project/1078738-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84%D8%A9-%D9%88%D9%85%D8%AA%D9%82%D8%AF%D9%85%D8%A9-%D9%84%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%AD%D8%B3%D8%A8-%D8%A7%D9%84%D8%B7%D9%84%D8%A8
138,إنشاء تطبيق موبايل,Mobile Development,منذ يومين,$325.00 ,10 أيام,20,"برمجة, برمجة التطبيقات, تطوير التطبيقات, واجهة برمجة التطبيقات, تصميم تطبيقات الهواتف الذكية, إنشاء تطبيق, تطوير البرمجيات, هندسة البرمجيات","programing, programing  apps , dev apps , واجهة programing  apps , design  applicationات mobile, create  application,  application development ,programming engineer",https://mostaql.com/project/1078896-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84
139,إطلاق مشروع على فلاتر Flutter,Web Development,منذ يومين,$150.00 ,30 يوما,9,"flutter, Dart, فايربيس, Firebase Cloud Firestore, الحوسبة السحابية, typescript, GitHub, برمجة, برمجة التطبيقات, برمجة iOS, برمجة أندرويد, تطوير الويب","flutter, Dart, فايربيس, Firebase Cloud Firestore, cloud computing, typescript, GitHub, programing, programing  apps , programing iOS, programing android , devweb",https://mostaql.com/project/1067813-%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B9%D9%84%D9%89-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-flutter
140,تصميم موقع إلكتروني,Web Development,منذ يومين,"$1,000.00 ",30 يوما,53,"تصميم موقع إلكتروني, تصميم مواقع, التصميم الإبداعي, تصميم واجهة المستخدم, تصميم تجربة المستخدم, ووردبريس","design web إلكتروني, design web, الdesign الإبداعي, design UI, design UX, wordpress",https://mostaql.com/project/1078898-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
141,إنشاء موقع ووردبريس WordPress,Data Science,منذ يومين,$75.00 ,7 أيام,15,"برمجة مواقع, برمجة قواعد البيانات, برمجة, تطوير البرمجيات, برمجة التطبيقات, هندسة البرمجيات","programing web, programing data base, programing,  application development , programing  apps ,programming engineer",https://mostaql.com/project/1078953-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-wordpress
142,إتصال من إنترنت بهاتف أو جوال بدون توفر إنترنت,Mobile Development,منذ يومين,"$1,140.00 ",30 يوما,2,"برمجة, برمجة أندرويد, برمجة التطبيقات, تطوير التطبيقات, واجهة برمجة التطبيقات, إنشاء تطبيق, تطوير البرمجيات, هندسة البرمجيات","programing, programing android , programing  apps , dev apps , واجهة programing  apps , create  application,  application development ,programming engineer",https://mostaql.com/project/1078861-%D8%A5%D8%AA%D8%B5%D8%A7%D9%84-%D9%85%D9%86-%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D8%A8%D9%87%D8%A7%D8%AA%D9%81-%D8%A3%D9%88-%D8%AC%D9%88%D8%A7%D9%84-%D8%A8%D8%AF%D9%88%D9%86-%D8%AA%D9%88%D9%81%D8%B1-%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA
143,إنشاء متجر إلكتروني,Web Development,منذ 3 أيام,$270.50 ,7 أيام,16,"إنشاء متجر إلكتروني, تصميم متجر إلكتروني, برمجة, هندسة البرمجيات, تطوير البرمجيات, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب","create  online market, design  online market, programing,programming engineer,  application development , programing web, create web إلكتروني, devweb",https://mostaql.com/project/1078718-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
144,تعديل ثيم رائد بسلة,Web Development,منذ يومين,$50.00 ,7 أيام,7,"سلة, تصميم موقع إلكتروني, تصميم مواقع, برمجة مواقع, تطوير البرمجيات","سلة, design web إلكتروني, design web, programing web,  application development ",https://mostaql.com/project/1078821-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%AB%D9%8A%D9%85-%D8%B1%D8%A7%D8%A6%D8%AF-%D8%A8%D8%B3%D9%84%D8%A9
145,عمل داش بورد لتقيم الأداء ومتابعة سير العمل kpls,Software Engineering,منذ يومين,$40.00 ,2 يومين,40,"تحليل الأعمال, مايكروسوفت إكسل, إدخال بيانات, تحليل البيانات, الإدارة المالية, تصميم داش بورد","تحليل الأعمال, مايكروسوفت Excel, إدخال بيانات, data analysis, ال management مالية, design داش بورد",https://mostaql.com/project/1078901-%D8%B9%D9%85%D9%84-%D8%AF%D8%A7%D8%B4-%D8%A8%D9%88%D8%B1%D8%AF-%D9%84%D8%AA%D9%82%D9%8A%D9%85-%D8%A7%D9%84%D8%A3%D8%AF%D8%A7%D8%A1-%D9%88%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D8%B3%D9%8A%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D9%84-kpls
146,برمجة تطبيق أولية MVP,Mobile Development,منذ يومين,"$1,000.00 ",30 يوما,12,"جافا سكريبت, برمجة أندرويد, إنشاء تطبيق, برمجة مواقع, برمجة, تصميم UI UX, تصميم تطبيقات, التصميم المتجاوب, HTML, تطوير البرمجيات, جافا, C++ Programming, هندسة البرمجيات","java script, programing android , create  application, programing web, programing, design UI UX, design  applicationات, الdesign المتجاوب, HTML,  application development , java, C++ Programming,programming engineer",https://mostaql.com/project/1078939-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-mvp
147,إنشاء لوحة تحكم Dashboard على Excel لشركة تطوير واستثمار عقاري,Cyber Security,منذ يومين,$100.00 ,4 أيام,26,"تصميم داش بورد, برمجة, مايكروسوفت إكسل, مايكروسوفت أوفيس, تصميم تطبيقات, برمجة التطبيقات, تطوير البرمجيات, هندسة البرمجيات","design داش بورد, programing, مايكروسوفت Excel, مايكروسوفت أوفيس, design  applicationات, programing  apps ,  application development ,programming engineer",https://mostaql.com/project/1078782-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-dashboard-%D8%B9%D9%84%D9%89-excel-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D8%B9%D9%82%D8%A7%D8%B1%D9%8A
148,إنشاء تطبيق طعام,Mobile Development,منذ يومين,$50.00 ,30 يوما,5,"واجهة برمجة التطبيقات, تطوير التطبيقات, برمجة iOS, فوتوشوب, برمجة التطبيقات, إنشاء متجر إلكتروني, تصميم تطبيقات, تصميم شعار, تصميم تطبيقات iOS, إنشاء موقع إلكتروني","واجهة programing  apps , dev apps , programing iOS, photoshop, programing  apps , create  online market, design  applicationات, design شعار, design  applicationات iOS, create web إلكتروني",https://mostaql.com/project/1078572-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B7%D8%B9%D8%A7%D9%85
149,تنفيذ مشروع علىCisco Packet Tracer,Networking,منذ يومين,$35.00 ,5 أيام,15,"إدارة الشبكات, الأمن السيبراني, سيسكو, تطوير البرمجيات, هندسة البرمجيات, برمجة, الشبكات اللاسلكية, إطار سلكي"," management شبكات, الأمن السيبراني, سيسكو,  application development ,programming engineer, programing, الشبكات اللاسلكية, إطار سلكي",https://mostaql.com/project/1078895-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B9%D9%84%D9%89cisco-packet-tracer
150,تصميم رابط طلب منتجات غذائية (زبدات صحية) مع صور وخيارات توصيل,Web Development,منذ يومين,$60.00 ,7 أيام,13,"تصميم نماذج إلكترونية, تصميم UI UX, برمجة, برمجة مواقع, تصميم موقع إلكتروني, إنشاء موقع إلكتروني, تطوير الويب, تصميم مواقع","design نماذج إلكترونية, design UI UX, programing, programing web, design web إلكتروني, create web إلكتروني, devweb, design web",https://mostaql.com/project/1078832-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B1%D8%A7%D8%A8%D8%B7-%D8%B7%D9%84%D8%A8-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A%D8%A9-%D8%B2%D8%A8%D8%AF%D8%A7%D8%AA-%D8%B5%D8%AD%D9%8A%D8%A9-%D9%85%D8%B9-%D8%B5%D9%88%D8%B1-%D9%88%D8%AE%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AA%D9%88%D8%B5%D9%8A%D9%84
151,سورس كود برنامج نقاط بيع C#,Data Science,منذ 3 أيام,$50.00 ,5 أيام,12,"C# Programming, SQL, برمجة, برمجة مواقع, برمجة التطبيقات, تطوير البرمجيات, هندسة البرمجيات","C# Programming, SQL, programing, programing web, programing  apps ,  application development ,programming engineer",https://mostaql.com/project/1057366-%D8%B3%D9%88%D8%B1%D8%B3-%D9%83%D9%88%D8%AF-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%86%D9%82%D8%A7%D8%B7-%D8%A8%D9%8A%D8%B9-c
152,عمل مشروع باستخدام webots و SUMO,Software Engineering,منذ 3 أيام,$175.00 ,2 يومين,0,"برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, برمجة التطبيقات, هندسة البرمجيات, برمجة iOS, flutter","programing,  application development , programing data base, programing web, programing  apps ,programming engineer, programing iOS, flutter",https://mostaql.com/project/1078461-%D8%B9%D9%85%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-webots-%D9%88-sumo
153,تطوير موقع ويب مخصص للعقارات,Web Development,منذ 3 أيام,$250.00 ,30 يوما,13,"برمجة مواقع, تصميم مواقع, خدمات الويب, تطوير الويب, تطوير الويب الكامل, إنشاء موقع إلكتروني, التطوير العقاري","programing web, design web, خدمات web, devweb, devwebالكامل, create web إلكتروني, الdevالعقاري",https://mostaql.com/project/1078502-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D9%85%D8%AE%D8%B5%D8%B5-%D9%84%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA
